"id","payment_id","region","region_code","circle","circle_code","division_name","division_code","consumer_id","consumer_name","payment_mode","payment_date","punching_date","payment_amount","status","dept_name","dept_code","govrmt_private","arrear_paid","current_bill_paid","status_on_punching","payment_cancelled_date"
2177,399671,Bhopal(BR),"2310100",Harda,"2441000",Harda South,"2444900",H2441038842,M/S SMS BIO FUEL PVT. LTD.,Virtual Account,2024-06-13,2024-06-13,6744,Success,,,PVT,0,6744,CONNECTED,
477,397931,Bhopal(BR),"2310100",Harda,"2441000",Harda South,"2444900",H6948872818,M/S ADANI AGRI LOGISTICS (HARDA) LIMITED,Virtual Account,2024-06-05,2024-06-05,60154,Success, NA,"",PVT,0,60154,CONNECTED,
1907,399260,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H0449457058,EXPRESS FRESH FOOD PVT. LTD.,Virtual Account,2024-06-11,2024-06-11,480772,Success, NA,"",PVT,0,480772,CONNECTED,
2348,399898,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H0487780300,KRISHNA  PROTEIN,Virtual Account,2024-06-20,2024-06-20,307112,Success, NA,"",PVT,0,307112,CONNECTED,
2332,399882,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H0517022000,H.E.G.LTD. (TAWANAGAR),Virtual Account,2024-06-19,2024-06-19,139043,Success, NA,"",PVT,0,139043,CONNECTED,
708,398193,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H0837022000,MS M.P.WOMEN POULTRY PROD.CO .,Virtual Account,2024-06-07,2024-06-07,68632,Success, NA,"",PVT,0,68632,CONNECTED,
707,398192,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H0837022000,MS M.P.WOMEN POULTRY PROD.CO .,Virtual Account,2024-06-07,2024-06-07,2905827,Success, NA,"",PVT,0,2905827,CONNECTED,
2855,400410,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H0837022000,MS M.P.WOMEN POULTRY PROD.CO .,Virtual Account,2024-06-29,2024-06-29,2858871,Success, NA,"",PVT,0,2858871,CONNECTED,
2376,399926,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H1015115946,MS SANWARIYA AGRO OIL LTD,Virtual Account,2024-06-20,2024-06-20,2775221,Success, NA,"",PVT,2472078.000,303143.000,CONNECTED,
45,397566,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H1208105457,MS M.P.WOMEN POULTRY PROD.,Virtual Account,2024-06-01,2024-06-01,1334718,Success, NA,"",PVT,0,1334718,CONNECTED,
2854,400409,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H1208105457,MS M.P.WOMEN POULTRY PROD.,Virtual Account,2024-06-29,2024-06-29,1244626,Success, NA,"",PVT,0,1244626,CONNECTED,
2550,400048,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H1837022000,THE SR. MANAGER TAWA RESORT STATE TURISUM,Virtual Account,2024-06-25,2024-06-25,132908,Success, TOURISM,G03900,GOVT,0,132908,CONNECTED,
2544,400209,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H1867022000,THE DIVISIONAL RAILWAY MANAGER,Virtual Account,2024-06-28,2024-06-28,324686,Success, RAILWAYS,G05100,GOVT,0,324686,CONNECTED,
62,397578,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2149231601,THE MANAGER CATTLE BREEDING FARM KEERATPUR ITRSI,Virtual Account,2024-06-01,2024-06-01,380887,Success,ANIMAL HUSBANDRY AND ANIMAL MEDICINE,G00500,GOVT,0,380887,CONNECTED,
1134,398594,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038035,ACCORD COTTON LLP,Virtual Account,2024-06-10,2024-06-10,630125,Success,,,PVT,0,630125,CONNECTED,
311,397685,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038037,RELIANCE JIO INFOCOMM LIMITED,Virtual Account,2024-06-03,2024-06-03,155767,Success,,,PVT,0,155767,CONNECTED,
1271,398731,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038038,MANAGER NKBC KIRATPUR ITARSI,Virtual Account,2024-06-10,2024-06-10,171188,Success,ANIMAL HUSBANDRY AND ANIMAL MEDICINE,G00500,GOVT,0,171188,CONNECTED,
1068,398552,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038060,HEMANT KUMAR SHUKLA,NEFT,2024-06-07,2024-06-10,252215,Success,,,PVT,0,252215,CONNECTED,
2492,400045,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038096,GLACEO FOODS,Virtual Account,2024-06-25,2024-06-25,35997,Success,,,PVT,1676.000,34321.000,CONNECTED,
1531,399392,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038212,M/S BALLABHJI FOODS PRIVATE LIMITED,Virtual Account,2024-06-12,2024-06-12,264822,Success,,,PVT,0,264822,CONNECTED,
2495,400199,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038290,M/S PATOLA FOODS,Virtual Account,2024-06-28,2024-06-28,298076,Success,,,PVT,298076,0,CONNECTED,
2473,400198,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038290,M/S PATOLA FOODS,Virtual Account,2024-06-28,2024-06-28,215000,Success,,,PVT,179178.000,35822.000,CONNECTED,
2337,399887,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038305,HEG LIMITED TAWA HYDRO ELECTRIC POWER PLANT POWER DIVISION,Virtual Account,2024-06-19,2024-06-19,91239,Success,,,PVT,0,91239,CONNECTED,
2600,400370,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038428,M/S SONA FOODS PROP.ALPESH MOR,Virtual Account,2024-06-29,2024-06-29,380884,Success,,,PVT,0,380884,CONNECTED,
2817,400337,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038457,M/S RATAANAND  OVERSEAS PVT LTD ,Virtual Account,2024-06-28,2024-06-28,122865,Success,,,PVT,122865,0,CONNECTED,
2609,400188,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038457,M/S RATAANAND  OVERSEAS PVT LTD ,Virtual Account,2024-06-27,2024-06-27,500000,Success,,,PVT,494102.000,5898.000,CONNECTED,
1940,399293,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038475,M/S EXPRESS NUTRIMENTS INDIA PVT LTD ,Virtual Account,2024-06-11,2024-06-11,2336170,Success,,,PVT,0,2336170,CONNECTED,
1573,399419,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038543,M/S NOVELTY FROZEN FOODS,SBI Collect,2024-06-10,2024-06-12,1077061,Success,,,PVT,0,1077061,CONNECTED,
2675,400099,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038559,M/S SADAN FOODS,Virtual Account,2024-06-26,2024-06-26,607243,Success,,,PVT,552645.000,54598.000,CONNECTED,
1321,398869,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038560,M/S BANKE BIHARI GLOBAL AGRO EXPORTS PVT LTD,Virtual Account,2024-06-11,2024-06-11,1640158,Success,,,PVT,0,1640158,CONNECTED,
2117,399626,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038608,M/S RICH FARMS AGRO EXPORTS,SBI Collect,2024-06-11,2024-06-13,1677561,Success,,,PVT,0,1677561,CONNECTED,
671,398239,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038689,M/S ATHARV ASSOCIATES,Virtual Account,2024-06-08,2024-06-08,17284,Success,,,PVT,0,17284,CONNECTED,
568,398098,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038692,M/S B J OVERSEAS,Virtual Account,2024-06-07,2024-06-07,62023,Success,,,PVT,0,62023,CONNECTED,
540,398235,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038693,M/S SHINE AGRO FOODS,Virtual Account,2024-06-08,2024-06-08,13948,Success,,,PVT,0,13948,CONNECTED,
1229,398689,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038703,M/S G.S.K. FOODS ,Virtual Account,2024-06-10,2024-06-10,6282,Success,,,PVT,0,6282,CONNECTED,
219,397829,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038718,MS SHRI KANHA AGRO FOODS,Virtual Account,2024-06-05,2024-06-05,23558,Success,,,PVT,0,23558,CONNECTED,
67,397593,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038719,MS SHARMANS INDUSTRIES,Virtual Account,2024-06-02,2024-06-02,23443,Success,,,PVT,0,23443,CONNECTED,
2621,400230,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038726,M/S SHRI BALAJI INDUSTRIES,Virtual Account,2024-06-28,2024-06-28,11652,Success,,,PVT,0,11652,CONNECTED,
2021,399570,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038726,M/S SHRI BALAJI INDUSTRIES,Virtual Account,2024-06-13,2024-06-13,13526,Success,,,PVT,0,13526,CONNECTED,
19,398231,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038756,M/S NARMADA FOODS ,Virtual Account,2024-06-08,2024-06-08,14670,Success,,,PVT,0,14670,CONNECTED,
1374,398922,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038807,BARNA FOODS LLP,Virtual Account,2024-06-11,2024-06-11,1069352,Success,,,PVT,0,1069352,CONNECTED,
500,398024,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2451038810,SIFY TECHNOLOGIES LIMITED ,Virtual Account,2024-06-06,2024-06-06,310847,Success,,,PVT,0,310847,CONNECTED,
2543,400208,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2687022000,THE DIVN.RAILWAY MANAGERCRLY,Virtual Account,2024-06-28,2024-06-28,675951,Success, RAILWAYS,G05100,GOVT,0,675951,CONNECTED,
1191,398651,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2818022000,THE DY. MANAGER INDIAN OIL CORPORATION,Virtual Account,2024-06-10,2024-06-10,341401,Success, PETROLEUM,"",GOVT,344.00,341057.00,CONNECTED,
86,397607,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H2837022000,THE MANAGER POWER GRID CORP.,Virtual Account,2024-06-03,2024-06-03,1121620,Success, POWER,"",GOVT,0,1121620,CONNECTED,
524,398048,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H3357022000,THE ASST.GARRISON ENGINEER,Virtual Account,2024-06-06,2024-06-06,881477,Success, DEFENCE,G05600,GOVT,0,881477,CONNECTED,
1213,398673,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H3648906999,"M/S VODAFONE IDEA LIMITED, RAISALPUR ,ITARSI",Virtual Account,2024-06-10,2024-06-10,155070,Success, NA,"",PVT,0,155070,CONNECTED,
2189,399683,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H3687022000,"MUNITIONS INDIA LIMITED(ORDINANCE FACTORY,ITARSI)",Virtual Account,2024-06-13,2024-06-13,10716715,Success, DEFENCE,G05600,GOVT,0,10716715,CONNECTED,
1047,398820,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H4687022000,MS NATRAJ PROTEINS LTD.,Virtual Account,2024-06-11,2024-06-11,817259,Success, NA,"",PVT,0,817259,CONNECTED,
2790,400167,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H4778301429,MS PATOLA INDUS. P.LTD,Virtual Account,2024-06-27,2024-06-27,299435,Success, NA,"",PVT,281373.000,18062.000,CONNECTED,
1,397713,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H4867022000,THE MANAGER,Virtual Account,2024-06-04,2024-06-04,115161,Success, NA,"",PVT,0,115161,CONNECTED,
2181,399675,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H5169785129,MP WOMEN POULTRY PRODUCERCO.P.LTD,Virtual Account,2024-06-13,2024-06-13,69490,Success, NA,"",PVT,0,69490,CONNECTED,
2846,400401,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H5169785129,MP WOMEN POULTRY PRODUCERCO.P.LTD,Virtual Account,2024-06-29,2024-06-29,85894,Success, NA,"",PVT,0,85894,CONNECTED,
2612,400373,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H5208864530,MS SHRI BALAGI ENTERPRISES,Virtual Account,2024-06-29,2024-06-29,537722,Success, NA,"",PVT,0,537722,CONNECTED,
2150,399656,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H5298219150,MS CHAYAN POULTRY FARM,NEFT,2024-06-12,2024-06-13,58059,Success, NA,"",PVT,0,58059,CONNECTED,
2186,399680,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H5357022000,MUNITIONS INDIA LIMITED(ORDINANCE FACTORY),Virtual Account,2024-06-13,2024-06-13,709438,Success, DEFENCE,G05600,GOVT,0,709438,CONNECTED,
2246,399795,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H5687022000,MS SANWARIYA FOODS LTD.,Virtual Account,2024-06-18,2024-06-18,236800,Success, NA,"",PVT,219674.000,17126.000,CONNECTED,
843,398379,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H5986022000,MS UNITY PULP  PAPERS LTD.,Virtual Account,2024-06-10,2024-06-10,242249,Success, NA,"",PVT,0,242249,CONNECTED,
625,398247,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H6153542807,MS GEN NEXT ENTERTAINMENT CO VIVEK CHANDAK,Virtual Account,2024-06-08,2024-06-08,265357,Success, NA,"",PVT,0,265357,CONNECTED,
2548,400213,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H6837022000,THE SR.DIVN.ELEC.ENGG.GEN. WEST CENTRAL RA,Virtual Account,2024-06-28,2024-06-28,3701113,Success, RAILWAYS,G05100,GOVT,0,3701113,CONNECTED,
652,398145,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H6986022000,THEMEDICAL SUPERINTENDENT  ITARSI,NEFT,2024-06-06,2024-06-07,401785,Success,HEALTH DEPARTMENT,G02500,GOVT,0,401785,CONNECTED,
2627,400075,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H7032588173,PATOLA FOODS PACKAGING,E Payment,2024-06-25,2024-06-26,59838,Success, NA,"",PVT,0,59838,CONNECTED,
734,398300,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H7308022000,MS PLATINUMGLOBALVENTURE LTD,Virtual Account,2024-06-10,2024-06-10,328567,Success, NA,"",PVT,0,328567,CONNECTED,
520,398044,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H7357022000,THE DIVN.ENGINNER ADM TELECOM DIST.MANAGER,Virtual Account,2024-06-06,2024-06-06,100083,Success, B S N L,G05900,GOVT,11046.000,89037.000,CONNECTED,
128,397632,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H7417022000,THE EXE.ENGG.EM  LIGHT MACHINARYTUB-WELL,NEFT,2024-05-31,2024-06-03,184349,Success, IRRIGATION,"",GOVT,181637.000,2712.000,CONNECTED,
887,398423,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H7687022000,MS RAGHAV INDUSTRIES ITARSI,Virtual Account,2024-06-10,2024-06-10,395857,Success, NA,"",PVT,0,395857,CONNECTED,
2362,399912,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H7737022000,MS  SANWARIYA  AGRO OILS LTD.,Virtual Account,2024-06-20,2024-06-20,794002,Success, NA,"",PVT,691940.000,102062.000,CONNECTED,
521,398045,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H7767022000,THEASST.GARRISON ENGINEER,Virtual Account,2024-06-06,2024-06-06,465402,Success, DEFENCE,G05600,GOVT,0,465402,CONNECTED,
2545,400210,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H7837022000,SR.DIV. ELECT. ENGINEER GEN. WEST CENTRAL,Virtual Account,2024-06-28,2024-06-28,1828969,Success, RAILWAYS,G05100,GOVT,0,1828969,CONNECTED,
486,397940,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H7902735496,GOTHI INFRA,Virtual Account,2024-06-05,2024-06-05,242515,Success, NA,"",PVT,0,242515,CONNECTED,
2321,399871,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H7986022000,KN AGRI RESOURCES LIMITED,Virtual Account,2024-06-19,2024-06-19,2601693,Success, NA,"",PVT,0,2601693,CONNECTED,
511,398035,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H8837022000,THE  DIVISIONAL ENGINEER ADM BSNL TELEPHON,Virtual Account,2024-06-06,2024-06-06,122903,Success, B S N L,G05900,GOVT,0,122903,CONNECTED,
2542,400207,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H9308022000,THE  DIVISIONAL  RAILWAY .MANAGER,Virtual Account,2024-06-28,2024-06-28,1615721,Success, RAILWAYS,G05100,GOVT,0,1615721,CONNECTED,
1898,399251,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H9543225837,AGRAWAL INDUSTRIES,Virtual Account,2024-06-11,2024-06-11,60294,Success, NA,"",PVT,0,60294,CONNECTED,
2187,399681,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H9718022000,MUNITIONS INDIA LIMITED(ORDINANCE FACTORY),Virtual Account,2024-06-13,2024-06-13,1398800,Success, DEFENCE,G05600,GOVT,0,1398800,CONNECTED,
1313,398861,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H9737022000,MS ASHOK DAL OIL MILL,Virtual Account,2024-06-11,2024-06-11,338533,Success, NA,"",PVT,0,338533,CONNECTED,
669,398162,Bhopal(BR),"2310100",Narmadapuram,"2451000",Itarsi,"2454500",H9971032966,THE PRINCIPAL GOVT. POLYTECNIC COLLAGE,NEFT,2024-06-07,2024-06-07,40361,Success,TECHNICAL EDUCATION AND SKILL DEVELOPMENT,G01300,GOVT,0,40361,CONNECTED,
1988,399341,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H0687022000,MRS KAMLA BAI PREM  NARAYAN,Virtual Account,2024-06-11,2024-06-11,342533,Success, NA,"",PVT,0,342533,CONNECTED,
2805,400326,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H0990791585,THE C.M.O NAGAR PALIKA PARISHAD,RTGS,2024-06-28,2024-06-28,505441,Success,NAGAR PALIKA PARISHAD WATER SUPPLY,G00121,GOVT,0,505441,CONNECTED,
519,398043,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H1357022000,THE DIVNL.ENGINEER  ADM TELECOM,Virtual Account,2024-06-06,2024-06-06,173841,Success, B S N L,G05900,GOVT,0,173841,CONNECTED,
389,397957,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H1587083415,JAIN STONE CRUSHER,Virtual Account,2024-06-06,2024-06-06,292618,Success, NA,"",PVT,0,292618,CONNECTED,
2757,400380,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H1986022000,THE GENERAL MANAGER S.P.M.HBAD,Virtual Account,2024-06-29,2024-06-29,34816013,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,34816013,CONNECTED,
1747,399495,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H2444828273,MS NEW PANDAY HOSPITAL HOSHANGABAD,Virtual Account,2024-06-12,2024-06-12,291223,Success, NA,"",PVT,0,291223,CONNECTED,
2602,400124,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H2451038061,ITARSI AGRO OVERSEAS,Virtual Account,2024-06-27,2024-06-27,95521,Success,,,PVT,95026.000,495.000,CONNECTED,
2116,399625,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H2451038274,M/S SETHA MULTISPECIALITY HOSPITAL ,SBI Collect,2024-06-11,2024-06-13,96028,Success,,,PVT,0,96028,CONNECTED,
1500,399388,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H2451038436,M/S SOHROT AGRO ,Virtual Account,2024-06-12,2024-06-12,48116,Success,,,PVT,0,48116,CONNECTED,
2019,399372,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H2451038458,M/S  STAR AGRO,Virtual Account,2024-06-11,2024-06-11,26000,Success,,,PVT,0,26000,CONNECTED,
379,397955,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H2451038541,M/S JAIN STONE CRUSHER,Virtual Account,2024-06-06,2024-06-06,186685,Success,,,PVT,0,186685,CONNECTED,
2346,399896,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H2451038673,M/S KALWANI RICE MILL,Virtual Account,2024-06-19,2024-06-19,443016,Success,,,PVT,0,443016,CONNECTED,
868,398404,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H2451038690,M/S BHARAT PAPER INDUSTRIES ,Virtual Account,2024-06-10,2024-06-10,97916,Success,,,PVT,0,97916,CONNECTED,
147,397740,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H2451038691,M/S SATYA RICE MILLS,Virtual Account,2024-06-04,2024-06-04,10390,Success,,,PVT,0,10390,CONNECTED,
2560,400366,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H2451038691,M/S SATYA RICE MILLS,Virtual Account,2024-06-29,2024-06-29,10323,Success,,,PVT,0,10323,CONNECTED,
1659,399441,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H3587101841,THE PRINCIPAL GYANODAYA AWASI VIDYALAY,NEFT,2024-06-11,2024-06-12,100632,Success, SCHOOL EDUCATION DEPARTMENT OTHERS,G01104,GOVT,7808.000,92824.000,CONNECTED,
2648,400196,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H4166781398,MS DEEP FOODS PROCESSING,Virtual Account,2024-06-27,2024-06-27,240000,Success, NA,"",PVT,220631.000,19369.000,CONNECTED,
2711,400249,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H4166781398,MS DEEP FOODS PROCESSING,Virtual Account,2024-06-28,2024-06-28,70000,Success, NA,"",PVT,70000,0,CONNECTED,
2249,399798,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H4417022000,THE OFFICER-IN-CHARGECIFEC,Virtual Account,2024-06-18,2024-06-18,166370,Success,DEPARTMENT OF FISHERIES WELFARE AND FISHERIES DEVELOPMENT,G00700,GOVT,0,166370,CONNECTED,
433,397888,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H4718022000,SAINT- JOSEP HOSPITAL,Virtual Account,2024-06-05,2024-06-05,307313,Success, NA,"",PVT,31636.000,275677.000,CONNECTED,
505,398029,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H5069861341,YASH TOMAR,Virtual Account,2024-06-06,2024-06-06,200736,Success, NA,"",PVT,0,200736,CONNECTED,
2740,400379,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H5718022000,THE GENERAL MANAGER SPM,Virtual Account,2024-06-29,2024-06-29,387859,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,387859,CONNECTED,
750,398217,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H5767022000,MSDAINIK BHASKAR,Virtual Account,2024-06-07,2024-06-07,221184,Success, NA,"",PVT,205.00,220979.00,CONNECTED,
715,398200,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H6891003626,MS NARMADA APNA HOSHPITAL,Virtual Account,2024-06-07,2024-06-07,478320,Success, NA,"",PVT,0,478320,CONNECTED,
1128,398588,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H7348986158,MS KESAR MULTIMODAL LOGYSTIC,Virtual Account,2024-06-10,2024-06-10,483476,Success, NA,"",PVT,0,483476,CONNECTED,
2806,400327,Bhopal(BR),"2310100",Narmadapuram,"2451000",Narmadapuram,"2454700",H7359529327,THE CHIEF MUNICIPAL OFFICER NAGAR PALIKA PARISHAD,RTGS,2024-06-28,2024-06-28,635146,Success,NAGAR PALIKA PARISHAD WATER SUPPLY,G00121,GOVT,0,635146,CONNECTED,
1744,399492,Bhopal(BR),"2310100",Narmadapuram,"2451000",Pipariya,"2454600",H0787022000,MS VISHAL NIRMITI PVT.LTD.,Virtual Account,2024-06-12,2024-06-12,381899,Success, NA,"",PVT,0,381899,CONNECTED,
1680,399121,Bhopal(BR),"2310100",Narmadapuram,"2451000",Pipariya,"2454600",H1096022000,MS MAHADEO DAL MILL,Virtual Account,2024-06-11,2024-06-11,319465,Success, NA,"",PVT,0,319465,CONNECTED,
2755,400315,Bhopal(BR),"2310100",Narmadapuram,"2451000",Pipariya,"2454600",H1440022878,MS SATPURA FOODS PVT. LTD.,RTGS,2024-06-27,2024-06-28,1454195,Success, NA,"",PVT,0,1454195,CONNECTED,
786,398322,Bhopal(BR),"2310100",Narmadapuram,"2451000",Pipariya,"2454600",H1496655169,MS PRAGATI FOOD,Virtual Account,2024-06-10,2024-06-10,2743638,Success, NA,"",PVT,0,2743638,CONNECTED,
1914,399267,Bhopal(BR),"2310100",Narmadapuram,"2451000",Pipariya,"2454600",H1617756940,SUSHIL  KUMAR GANDHI,Virtual Account,2024-06-11,2024-06-11,286890,Success, NA,"",PVT,0,286890,CONNECTED,
1455,399521,Bhopal(BR),"2310100",Narmadapuram,"2451000",Pipariya,"2454600",H1787022000,THE SECRETORY KRISHI UPAJ MANDI,Virtual Account,2024-06-12,2024-06-12,200032,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,200032,CONNECTED,
806,398342,Bhopal(BR),"2310100",Narmadapuram,"2451000",Pipariya,"2454600",H2451000022,DEV FOODS,Virtual Account,2024-06-10,2024-06-10,854420,Success,,,PVT,0,854420,CONNECTED,
1242,398702,Bhopal(BR),"2310100",Narmadapuram,"2451000",Pipariya,"2454600",H2451038000,NMK INDUSTRIES PVT LTD,Virtual Account,2024-06-10,2024-06-10,969993,Success,,,PVT,0,969993,CONNECTED,
1113,398577,Bhopal(BR),"2310100",Narmadapuram,"2451000",Pipariya,"2454600",H2451038133,M/S AGRAWAL AGROPACK PRIVATE  LIMITED     ,Virtual Account,2024-06-10,2024-06-10,313487,Success,,,PVT,0,313487,CONNECTED,
